epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,133531,1.2603,0.57729,1.39531,0.94415,0.89436,0.95699,0.6264,1.25476,0.5739,1.6296,0.003763,0.003763,0.003763
65,135645,1.25871,0.57348,1.39542,0.94228,0.89665,0.95726,0.62698,1.25332,0.57287,1.62846,0.003664,0.003664,0.003664
66,137743,1.256,0.57204,1.39233,0.94238,0.89882,0.9586,0.6276,1.25261,0.56876,1.62808,0.003565,0.003565,0.003565
67,139802,1.25045,0.57259,1.38735,0.94452,0.89819,0.95915,0.62753,1.25391,0.56646,1.62879,0.003466,0.003466,0.003466
68,141894,1.24882,0.56759,1.39105,0.9493,0.89774,0.95999,0.62868,1.25241,0.56281,1.62725,0.003367,0.003367,0.003367
69,144034,1.24657,0.56923,1.38788,0.94845,0.89966,0.96021,0.62949,1.25125,0.56167,1.62617,0.003268,0.003268,0.003268
70,146138,1.24829,0.5639,1.38702,0.95567,0.89629,0.96051,0.6293,1.2533,0.55974,1.62747,0.003169,0.003169,0.003169
71,148209,1.23552,0.55961,1.3796,0.95381,0.89749,0.96118,0.62848,1.25533,0.56019,1.6293,0.00307,0.00307,0.00307
72,150285,1.24369,0.5628,1.38747,0.95553,0.89543,0.96112,0.62854,1.25507,0.55918,1.62892,0.002971,0.002971,0.002971
73,152373,1.23885,0.5581,1.37934,0.95323,0.89608,0.96063,0.62846,1.2576,0.55986,1.63008,0.002872,0.002872,0.002872
74,154468,1.23543,0.55869,1.37876,0.9493,0.89846,0.96091,0.62761,1.26084,0.55968,1.63273,0.002773,0.002773,0.002773
75,156582,1.22999,0.55851,1.37334,0.94795,0.90147,0.96089,0.62715,1.2629,0.55978,1.63443,0.002674,0.002674,0.002674
76,158667,1.23736,0.55661,1.3797,0.94574,0.90243,0.96104,0.62749,1.26359,0.56026,1.63501,0.002575,0.002575,0.002575
77,160743,1.22689,0.55353,1.37223,0.94593,0.90199,0.96075,0.62826,1.26291,0.55965,1.63463,0.002476,0.002476,0.002476
78,162806,1.22477,0.55221,1.37296,0.9465,0.90195,0.96037,0.62892,1.26263,0.55996,1.63442,0.002377,0.002377,0.002377
79,164676,1.23073,0.55338,1.37173,0.94694,0.90079,0.96025,0.62891,1.26265,0.55951,1.63444,0.002278,0.002278,0.002278
80,166342,1.22402,0.54804,1.3686,0.9482,0.89967,0.96031,0.62895,1.26243,0.5584,1.6342,0.002179,0.002179,0.002179
81,167803,1.21623,0.54905,1.36401,0.94789,0.89954,0.96043,0.62943,1.26274,0.55856,1.63401,0.00208,0.00208,0.00208
82,169268,1.22155,0.5496,1.36762,0.94548,0.90238,0.96057,0.62932,1.26344,0.55884,1.63431,0.001981,0.001981,0.001981
83,170722,1.22209,0.54422,1.36551,0.94671,0.89942,0.96002,0.62939,1.264,0.55858,1.63453,0.001882,0.001882,0.001882
84,172181,1.21224,0.54175,1.35806,0.94654,0.90075,0.96017,0.62896,1.26409,0.55816,1.63463,0.001783,0.001783,0.001783
85,173660,1.20698,0.53857,1.35467,0.94571,0.90219,0.96018,0.62866,1.26448,0.55759,1.63485,0.001684,0.001684,0.001684
86,175129,1.21115,0.54119,1.36001,0.94567,0.90151,0.95996,0.62841,1.26512,0.55747,1.63517,0.001585,0.001585,0.001585
87,176601,1.20956,0.53806,1.35763,0.94539,0.90086,0.95984,0.62799,1.26603,0.55717,1.63584,0.001486,0.001486,0.001486
88,178072,1.20953,0.53701,1.35728,0.94446,0.90127,0.95964,0.62778,1.26681,0.55681,1.63632,0.001387,0.001387,0.001387
89,179554,1.20038,0.53515,1.35335,0.94344,0.90209,0.95957,0.62745,1.26815,0.55678,1.63733,0.001288,0.001288,0.001288
90,181022,1.20053,0.53321,1.35449,0.94475,0.90075,0.95946,0.627,1.26911,0.5572,1.6377,0.001189,0.001189,0.001189
91,182490,1.20306,0.53341,1.35295,0.94546,0.89997,0.95967,0.62667,1.27003,0.55772,1.63835,0.00109,0.00109,0.00109
92,183960,1.19995,0.52818,1.35385,0.94952,0.89495,0.9596,0.62656,1.27025,0.55736,1.63832,0.000991,0.000991,0.000991
93,185421,1.19342,0.52665,1.35001,0.9489,0.89701,0.95953,0.62642,1.27049,0.55714,1.63858,0.000892,0.000892,0.000892
94,186887,1.18876,0.52279,1.34391,0.94819,0.89714,0.9597,0.62636,1.27083,0.55704,1.63885,0.000793,0.000793,0.000793
95,188356,1.18921,0.52395,1.34459,0.94772,0.89701,0.95967,0.62639,1.27127,0.55718,1.639,0.000694,0.000694,0.000694
96,189833,1.18892,0.52493,1.34526,0.94736,0.89725,0.95962,0.62621,1.27147,0.55712,1.63909,0.000595,0.000595,0.000595
97,191336,1.18638,0.52098,1.34285,0.94544,0.89822,0.95928,0.62634,1.27201,0.55728,1.63946,0.000496,0.000496,0.000496
98,192832,1.1782,0.51894,1.3333,0.94586,0.89786,0.9592,0.62636,1.27234,0.55708,1.63964,0.000397,0.000397,0.000397
99,194305,1.18349,0.51954,1.34103,0.94609,0.89846,0.95944,0.62618,1.27277,0.55691,1.63995,0.000298,0.000298,0.000298
100,195760,1.1834,0.52146,1.34184,0.94603,0.89834,0.95947,0.62624,1.27318,0.55719,1.64022,0.000199,0.000199,0.000199
