epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,72604.6,1.26332,0.58317,1.3985,0.96381,0.89825,0.96161,0.63618,1.23105,0.57306,1.61045,0.003565,0.003565,0.003565
67,73692.5,1.26519,0.58224,1.39681,0.96491,0.89763,0.96232,0.63883,1.2253,0.56923,1.60543,0.003466,0.003466,0.003466
68,74775.8,1.2597,0.57888,1.39999,0.96288,0.89762,0.96239,0.63859,1.22697,0.56798,1.60646,0.003367,0.003367,0.003367
69,75859.3,1.26351,0.58433,1.39511,0.96074,0.89894,0.96274,0.63972,1.22436,0.56691,1.60438,0.003268,0.003268,0.003268
70,76947.5,1.25896,0.581,1.39368,0.96087,0.89846,0.96202,0.6381,1.22788,0.56829,1.60714,0.003169,0.003169,0.003169
71,78032.9,1.25446,0.57495,1.3912,0.96055,0.89858,0.96184,0.63743,1.22689,0.56778,1.60675,0.00307,0.00307,0.00307
72,79115.9,1.25361,0.57379,1.39057,0.96091,0.89882,0.96182,0.63865,1.22544,0.568,1.60584,0.002971,0.002971,0.002971
73,80202.5,1.24776,0.57399,1.38868,0.96152,0.8981,0.9623,0.63852,1.22612,0.56743,1.60623,0.002872,0.002872,0.002872
74,81297.1,1.25271,0.57202,1.39161,0.9627,0.8984,0.96249,0.63888,1.22608,0.56677,1.60605,0.002773,0.002773,0.002773
75,82387.2,1.2465,0.56801,1.38666,0.96145,0.90118,0.96316,0.63925,1.22566,0.56538,1.60595,0.002674,0.002674,0.002674
76,83476.9,1.24379,0.56073,1.3814,0.96181,0.901,0.96328,0.63909,1.22614,0.56399,1.60613,0.002575,0.002575,0.002575
77,84567.9,1.24323,0.56292,1.37908,0.96301,0.90159,0.96401,0.63817,1.22855,0.56271,1.60784,0.002476,0.002476,0.002476
78,85656.1,1.24587,0.56414,1.37912,0.96414,0.90031,0.96391,0.63891,1.2276,0.56248,1.60698,0.002377,0.002377,0.002377
79,86744.3,1.24224,0.56423,1.38068,0.9647,0.90099,0.96425,0.63914,1.22725,0.56176,1.60666,0.002278,0.002278,0.002278
80,87833.4,1.24006,0.55953,1.38116,0.96331,0.90207,0.96452,0.639,1.22715,0.56175,1.60629,0.002179,0.002179,0.002179
81,89028.2,1.23859,0.55816,1.37862,0.96254,0.90231,0.96449,0.63925,1.22657,0.56168,1.60539,0.00208,0.00208,0.00208
82,90212,1.22841,0.55457,1.36894,0.96148,0.90231,0.96412,0.63931,1.2261,0.56194,1.60476,0.001981,0.001981,0.001981
83,91422,1.23398,0.55726,1.37548,0.96065,0.90255,0.96392,0.63998,1.22513,0.56212,1.60338,0.001882,0.001882,0.001882
84,92597.4,1.22831,0.55482,1.37379,0.96004,0.90231,0.96373,0.63971,1.22527,0.56189,1.60321,0.001783,0.001783,0.001783
85,93850.6,1.22593,0.55286,1.37012,0.9598,0.90255,0.96382,0.63913,1.22662,0.56221,1.60427,0.001684,0.001684,0.001684
86,95109.1,1.22278,0.55366,1.36761,0.96045,0.90243,0.96364,0.63885,1.22757,0.56236,1.60503,0.001585,0.001585,0.001585
87,96354,1.22151,0.54877,1.36487,0.96049,0.90191,0.96354,0.63853,1.2285,0.56239,1.60582,0.001486,0.001486,0.001486
88,97575.9,1.21851,0.54679,1.37161,0.96075,0.90304,0.96357,0.63835,1.22881,0.56218,1.60596,0.001387,0.001387,0.001387
89,98755.4,1.21505,0.55089,1.36201,0.95962,0.90364,0.96365,0.63813,1.22901,0.5619,1.60613,0.001288,0.001288,0.001288
90,99930.8,1.20956,0.5438,1.35585,0.95898,0.90388,0.96371,0.63839,1.22863,0.56183,1.60573,0.001189,0.001189,0.001189
91,101065,1.17672,0.50605,1.41267,0.96179,0.90159,0.96396,0.63819,1.22954,0.56197,1.60622,0.00109,0.00109,0.00109
92,102188,1.16936,0.50254,1.40727,0.96181,0.90099,0.96401,0.63773,1.23051,0.56171,1.60671,0.000991,0.000991,0.000991
93,103385,1.16122,0.49638,1.40225,0.96304,0.90069,0.96435,0.63732,1.2317,0.56172,1.60742,0.000892,0.000892,0.000892
94,104587,1.16013,0.49398,1.40021,0.96293,0.89978,0.96411,0.63702,1.23217,0.5616,1.60765,0.000793,0.000793,0.000793
95,105729,1.15713,0.49099,1.39325,0.96336,0.89882,0.96388,0.63664,1.23291,0.56149,1.60809,0.000694,0.000694,0.000694
96,106865,1.1544,0.49307,1.39424,0.96333,0.89866,0.96376,0.63586,1.23359,0.56137,1.60853,0.000595,0.000595,0.000595
97,107986,1.15155,0.48735,1.39569,0.96406,0.89826,0.96368,0.63567,1.2343,0.56134,1.60901,0.000496,0.000496,0.000496
98,109049,1.14719,0.48891,1.39015,0.9635,0.89822,0.96365,0.63545,1.23519,0.56157,1.60966,0.000397,0.000397,0.000397
99,110110,1.14765,0.4837,1.38812,0.96369,0.89822,0.96385,0.63511,1.23571,0.56182,1.61003,0.000298,0.000298,0.000298
100,111161,1.1472,0.48456,1.3865,0.96326,0.89822,0.96383,0.63473,1.23623,0.56209,1.61043,0.000199,0.000199,0.000199
